pais,codigo_panini,nombre_jugador,tiene_imagen
Ghana,GHA 13,Elisha Owusu,no tiene imagen
Ghana,GHA 14,Thomas Partey,no tiene imagen
Ghana,GHA 15,Kwasi Sibo,no tiene imagen
Ghana,GHA 16,Augustine Boakye,no tiene imagen
Ghana,GHA 17,Caleb Yirenky,no tiene imagen
Ghana,GHA 18,Abdul Fatawu Issahaku,no tiene imagen
Ghana,GHA 19,Kamal Deen Sulemana,no tiene imagen
Ghana,GHA 20,Cristopher Bonsu Baah,no tiene imagen
Ghana,GHA 21,Ernest Nuamah,no tiene imagen
Ghana,GHA 22,Antoine Semenyo,no tiene imagen
Ghana,GHA 23,Brandon Thomas-Asante,no tiene imagen
Ghana,GHA 24,Prince Kwabena Adu,no tiene imagen
Ghana,GHA 25,Iñaki Williams,no tiene imagen
Ghana,GHA 26,Jordan Ayew,no tiene imagen
Haiti,HAI 1,Johnny Placide,no tiene imagen
Haiti,HAI 2,Alexandre Pierre,no tiene imagen
Haiti,HAI 3,Josué Duverger,no tiene imagen
Haiti,HAI 4,Carlens Arcus,tiene imagen
Haiti,HAI 5,Wilguens Paugain,no tiene imagen
Haiti,HAI 6,Duke Lacroix,tiene imagen
Haiti,HAI 7,Martin Experience,tiene imagen
Haiti,HAI 8,JK Duverne,no tiene imagen
Haiti,HAI 9,Ricardo Adé,tiene imagen
Haiti,HAI 10,Hannes Delcroix,tiene imagen
Haiti,HAI 11,Keeto Thermoncy,no tiene imagen
Haiti,HAI 12,Leverton Pierre,tiene imagen
Haiti,HAI 13,Carl-Fred Sainthe,no tiene imagen
Haiti,HAI 14,Jean-Jacques Danley,tiene imagen
Haiti,HAI 15,Jeanricner Bellegarde,no tiene imagen
Haiti,HAI 16,Pierre Woodenski,no tiene imagen
Haiti,HAI 17,Dominique Simon,no tiene imagen
Haiti,HAI 18,Louicius Deedson,tiene imagen
Haiti,HAI 19,Ruben Providence,tiene imagen
Haiti,HAI 20,Josué Casimir,tiene imagen
Haiti,HAI 21,Derrick Etienne,tiene imagen
Haiti,HAI 22,Wilson Isidor,no tiene imagen
Haiti,HAI 23,Duckens Nazon,tiene imagen
Haiti,HAI 24,Frantzdy Pierrot,tiene imagen
Haiti,HAI 25,Yassin Fortune,no tiene imagen
Haiti,HAI 26,Lenny Joseph,no tiene imagen
Iran,IRN 1,Alireza Beyranvand,no tiene imagen
Iran,IRN 2,Hosein Hoseini,no tiene imagen
Iran,IRN 3,Payam Niazmand,no tiene imagen
Iran,IRN 4,Shoja Khalilzadeh,no tiene imagen
Iran,IRN 5,Hosein Kanaani,no tiene imagen
Iran,IRN 6,Ali Nemati,no tiene imagen
Iran,IRN 7,Danial Eiri,no tiene imagen
Iran,IRN 8,Ehsan Hajisafi,no tiene imagen
Iran,IRN 9,Milad Mohammadi,no tiene imagen
Iran,IRN 10,Saleh Hardani,no tiene imagen
Iran,IRN 11,Ramin Rezaeiyan,no tiene imagen
Iran,IRN 12,Saman Ghodoos,no tiene imagen
Iran,IRN 13,Saeid Ezatollahi,no tiene imagen
Iran,IRN 14,Rouzbeh Cheshmi,no tiene imagen
Iran,IRN 15,Amir Mohammad Razagh Niya,no tiene imagen
Iran,IRN 16,Mohammad Ghorbani,no tiene imagen
Iran,IRN 17,Mehdi Ghayedi,no tiene imagen
Iran,IRN 18,Ariya Yousefi,no tiene imagen
Iran,IRN 19,Alireza Jahanbakhsh,no tiene imagen
Iran,IRN 20,Mehdi Torabi,no tiene imagen
Iran,IRN 21,Mohammad Mohebbi,no tiene imagen
Iran,IRN 22,Mehdi Taremi,no tiene imagen
Iran,IRN 23,Amirhossein Hosseinzadeh,no tiene imagen
Iran,IRN 24,Denis Dargahi,no tiene imagen
Iran,IRN 25,Ali Alipour,no tiene imagen
Iran,IRN 26,Shahriyar Moghanloo,no tiene imagen
Irak,IRQ 1,Jalal Hassan,no tiene imagen
Irak,IRQ 2,Ahmed Basil,no tiene imagen
Irak,IRQ 3,Fahad Talib,no tiene imagen
Irak,IRQ 4,Hussein Ali,no tiene imagen
Irak,IRQ 5,Manaf Younis,no tiene imagen
Irak,IRQ 6,Zaid Tahseen,no tiene imagen
Irak,IRQ 7,Rebin Sulaka,no tiene imagen
Irak,IRQ 8,Akam Hashem,no tiene imagen
Irak,IRQ 9,Merchas Doski,no tiene imagen
Irak,IRQ 10,Ahmed Yahya,no tiene imagen
Irak,IRQ 11,Frans Putros,no tiene imagen
Irak,IRQ 12,Mustafa Saadoon,no tiene imagen
Irak,IRQ 13,Zaid Ismail,no tiene imagen
Irak,IRQ 14,Amir Al Ammari,no tiene imagen
Irak,IRQ 15,Kevin Yakob,no tiene imagen
Irak,IRQ 16,Zidane Iqbal,no tiene imagen
Irak,IRQ 17,Aimar Sher,no tiene imagen
Irak,IRQ 18,Youssef Amyn,no tiene imagen
Irak,IRQ 19,Ibrahim Bayesh,no tiene imagen
Irak,IRQ 20,Ahmed Qasem,no tiene imagen
Irak,IRQ 21,Marko Farji,no tiene imagen
Irak,IRQ 22,Ali Jasim,no tiene imagen
Irak,IRQ 23,Ali Al Hamadi,no tiene imagen
Irak,IRQ 24,Ali Yousif,no tiene imagen
Irak,IRQ 25,Aymen Hussein,no tiene imagen
Irak,IRQ 26,Mohanad Ali,no tiene imagen
Jordania,JOR 1,Nour Bani Attia,no tiene imagen
Jordania,JOR 2,Yazeed Abu Laila,no tiene imagen
Jordania,JOR 3,Abdullah Al-Fakhoury,no tiene imagen
Jordania,JOR 4,Abdullah Naseeb,no tiene imagen
Jordania,JOR 5,Saad Al-Rousan,no tiene imagen
Jordania,JOR 6,Yazan Al-Arab,no tiene imagen
Jordania,JOR 7,Saleem Obeid,no tiene imagen
Jordania,JOR 8,Mohammad Abu Al-Nadi,no tiene imagen
Jordania,JOR 9,Hussam Abu Dahab,no tiene imagen
Jordania,JOR 10,Ihsan Haddad,no tiene imagen
Jordania,JOR 11,Anas Badawi,no tiene imagen
Jordania,JOR 12,Mohammad Abu Hashish,no tiene imagen
Jordania,JOR 13,Nour Al-Rawabdeh,no tiene imagen
Jordania,JOR 14,Nizar Al-Rashdan,no tiene imagen
Jordania,JOR 15,Ibrahim Saadeh,no tiene imagen
Jordania,JOR 16,Rajai Ayed,no tiene imagen
Jordania,JOR 17,Amer Jamous,no tiene imagen
Jordania,JOR 18,Muhannad Abu Taha,no tiene imagen
Jordania,JOR 19,Mohammad Al-Dawood,no tiene imagen
Jordania,JOR 20,Mahmoud Mardi,no tiene imagen
Jordania,JOR 21,Awda Al-Fakhoury,no tiene imagen
Jordania,JOR 22,Mousa Al-Taamari,no tiene imagen
Jordania,JOR 23,Mohammad Abu Zureiq,no tiene imagen
Jordania,JOR 24,Ali Azayza,no tiene imagen
Jordania,JOR 25,Ibrahim Sabra,no tiene imagen
Jordania,JOR 26,Ali Alwan,no tiene imagen
Japon,JPN 1,Zion Suzuki,tiene imagen
Japon,JPN 2,Keisuke Osako,no tiene imagen
Japon,JPN 3,Tomoki Hayakawa,no tiene imagen
Japon,JPN 4,Yuto Nagamoto,no tiene imagen
Japon,JPN 5,Shogo Taniguchi,tiene imagen
Japon,JPN 6,Ko Itakura,no tiene imagen
Japon,JPN 7,Takehiro Tomisayu,no tiene imagen
Japon,JPN 8,Ayumu Seko,tiene imagen
Japon,JPN 9,Yukinari Sugawara,no tiene imagen
Japon,JPN 10,Hiroki Ito,no tiene imagen
Japon,JPN 11,Junnosuke Suzuki,tiene imagen
Japon,JPN 12,Tsuyoshi Watanabe,no tiene imagen
Japon,JPN 13,Kaishu Sano,tiene imagen
Japon,JPN 14,Wataru Endo,no tiene imagen
Japon,JPN 15,Ao Tanaka,tiene imagen
Japon,JPN 16,Daichi Kamada,tiene imagen
Japon,JPN 17,Junya Ito,tiene imagen
Japon,JPN 18,Kaito Nakamura,no tiene imagen
Japon,JPN 19,Daizen Maeda,no tiene imagen
Japon,JPN 20,Koki Ogawa,tiene imagen
Japon,JPN 21,Takefusa Kubo,tiene imagen
Japon,JPN 22,Yuito Suzuki,no tiene imagen
Japon,JPN 23,Kento Shiogai,no tiene imagen
Japon,JPN 24,Keisuke Goto,no tiene imagen
Japon,JPN 25,Ritsu Doan,tiene imagen
Japon,JPN 26,Ayase Ueda,tiene imagen
Corea del Sur,KOR 1,Kim Seung-Gyu,tiene imagen
Corea del Sur,KOR 2,Song Bum Keun,no tiene imagen
Corea del Sur,KOR 3,Jo Hyeon-Woo,no tiene imagen
Corea del Sur,KOR 4,Kim Moon-Hwan,no tiene imagen
Corea del Sur,KOR 5,Kim Min-Jae,tiene imagen
Corea del Sur,KOR 6,Kim Tae-Hwan,no tiene imagen
Corea del Sur,KOR 7,Park Jin-Seob,no tiene imagen
Corea del Sur,KOR 8,Seol Young-Woo,no tiene imagen
Corea del Sur,KOR 9,Jens Castrop,tiene imagen
Corea del Sur,KOR 10,Lee Ki-Hyuk,no tiene imagen
Corea del Sur,KOR 11,Lee Tae-Seok,no tiene imagen
Corea del Sur,KOR 12,Lee Han-Beom,no tiene imagen
Corea del Sur,KOR 13,Cho Yumin,no tiene imagen
Corea del Sur,KOR 14,Kim Jin-Gyu,no tiene imagen
Corea del Sur,KOR 15,Bae Jun-Ho,no tiene imagen
Corea del Sur,KOR 16,Paik Seung-Ho,no tiene imagen
Corea del Sur,KOR 17,Yang Hyun-Jun,no tiene imagen
Corea del Sur,KOR 18,Eom Ji-Sung,no tiene imagen
Corea del Sur,KOR 19,Lee Kang-In,no tiene imagen
Corea del Sur,KOR 20,Lee Dong-Gyeong,no tiene imagen
Corea del Sur,KOR 21,Lee Jjae-Sung )Mainz 05),no tiene imagen
Corea del Sur,KOR 22,Hwang In-Beom,no tiene imagen
Corea del Sur,KOR 23,Hwang Hee-Chan,no tiene imagen
Corea del Sur,KOR 24,Song Heung-Min,no tiene imagen
Corea del Sur,KOR 25,Oh Hyeon-Gyu,no tiene imagen
Corea del Sur,KOR 26,Cho Gue-Sung,no tiene imagen
Arabia Saudita,KSA 1,Ahmed Alkassar,no tiene imagen
Arabia Saudita,KSA 2,Mohammed Alowais,no tiene imagen
Arabia Saudita,KSA 3,Nawaf Alaqidi,no tiene imagen
Arabia Saudita,KSA 4,Abdulelah Alamri,no tiene imagen
Arabia Saudita,KSA 5,Ali Lajami,no tiene imagen
Arabia Saudita,KSA 6,Ali Majrashi,no tiene imagen
Arabia Saudita,KSA 7,Hassan Kadish,no tiene imagen
Arabia Saudita,KSA 8,Hassan Altambakti,no tiene imagen
Arabia Saudita,KSA 9,Jehad Thikri,no tiene imagen
Arabia Saudita,KSA 10,Mohammed Abualshamat,no tiene imagen
Arabia Saudita,KSA 11,Moteb Alharbi,no tiene imagen
Arabia Saudita,KSA 12,Nawaf Buwashl,no tiene imagen
Arabia Saudita,KSA 13,Saud Abdulhamid,no tiene imagen
Arabia Saudita,KSA 14,Abdullah Alkhaibari,no tiene imagen
Arabia Saudita,KSA 15,Aiman Yahya,no tiene imagen
Arabia Saudita,KSA 16,Khalid Alghannam,no tiene imagen
Arabia Saudita,KSA 17,Mohamed Kanno,no tiene imagen
Arabia Saudita,KSA 18,Musab Aljuwayr,no tiene imagen
Arabia Saudita,KSA 19,Nasser Aldawsari,no tiene imagen
Arabia Saudita,KSA 20,Salem Aldawsari,no tiene imagen
Arabia Saudita,KSA 21,Sultan Mandash,no tiene imagen
Arabia Saudita,KSA 22,Ziyad Aljohani,no tiene imagen
Arabia Saudita,KSA 23,Alaa Al-Hejji,no tiene imagen
Arabia Saudita,KSA 24,Abdullah Alhamddan,no tiene imagen
Arabia Saudita,KSA 25,Feras Albrikan,no tiene imagen
Arabia Saudita,KSA 26,Saleh Alshehri,no tiene imagen
Marruecos,MAR 1,Yassine Bounou,tiene imagen
Marruecos,MAR 2,Munir El Kajoui,tiene imagen
Marruecos,MAR 3,Ajmed Reda Tagnaouti,no tiene imagen
Marruecos,MAR 4,Achraf Hakimi,tiene imagen
Marruecos,MAR 5,Nayef Aguerd,no tiene imagen
Marruecos,MAR 6,Noussair Mazraoui,tiene imagen
Marruecos,MAR 7,Anass Salah-Eddine,no tiene imagen
Marruecos,MAR 8,Chadi Riad,no tiene imagen
Marruecos,MAR 9,Youssef Belammari,no tiene imagen
Marruecos,MAR 10,Issa Diop,no tiene imagen
Marruecos,MAR 11,Redouane Hahlal,no tiene imagen
Marruecos,MAR 12,Zakaria El Ouahdi,no tiene imagen
Marruecos,MAR 13,Sofyan Amrabat,tiene imagen
Marruecos,MAR 14,Ismael Saibari,no tiene imagen
Marruecos,MAR 15,Neil El Aynaoui,no tiene imagen
Marruecos,MAR 16,Bilal El Khannouss,tiene imagen
Marruecos,MAR 17,Azzedine Ounahi,no tiene imagen
Marruecos,MAR 18,Bouaddi,no tiene imagen
Marruecos,MAR 19,Samir El Mourabet,no tiene imagen
Marruecos,MAR 20,Brahim Díaz,tiene imagen
Marruecos,MAR 21,Chemsdine Talbi,no tiene imagen
Marruecos,MAR 22,Ayoub El Kaabi,tiene imagen
Marruecos,MAR 23,Soufiane Rahimi,tiene imagen
Marruecos,MAR 24,Abde Ezzalzouli,tiene imagen
Marruecos,MAR 25,Ayoube Amaimouni,no tiene imagen
Marruecos,MAR 26,Yassine Gessime,no tiene imagen
Mexico,MEX 1,Raúl Rangel,no tiene imagen
Mexico,MEX 2,Carlos Acevedo,no tiene imagen
Mexico,MEX 3,Guillermo Ochoa,no tiene imagen
Mexico,MEX 4,Israel Reyes,tiene imagen
Mexico,MEX 5,Jorge Sánchez,no tiene imagen
Mexico,MEX 6,César Montes,tiene imagen
Mexico,MEX 7,Edsol Álvarez,no tiene imagen
Mexico,MEX 8,Johan Vásquez,tiene imagen
Mexico,MEX 9,Jesús Gallardo,tiene imagen
Mexico,MEX 10,Mateo Chávez,no tiene imagen
Mexico,MEX 11,Álvaro Fidalgo,no tiene imagen
Mexico,MEX 12,Brian Gutiérrez,no tiene imagen
Mexico,MEX 13,Orbelín Pineda,tiene imagen
Mexico,MEX 14,Erik Lira,no tiene imagen
Mexico,MEX 15,Luis Romo,no tiene imagen
Mexico,MEX 16,Obed Vargas,no tiene imagen
Mexico,MEX 17,Gilberto Mora,no tiene imagen
Mexico,MEX 18,Luis Chávez,no tiene imagen
Mexico,MEX 19,Roberto Alvarado,tiene imagen
Mexico,MEX 20,César Huerta,tiene imagen
Mexico,MEX 21,Guillermo Martínez,no tiene imagen
Mexico,MEX 22,Armando González,no tiene imagen
Mexico,MEX 23,Santiago Giménez,tiene imagen
Mexico,MEX 24,Raúl Jiménez,tiene imagen
Mexico,MEX 25,Julián Quiñones,no tiene imagen
Mexico,MEX 26,Alexis Vega,tiene imagen
Paises Bajos,NED 1,Bart Verbruggen,tiene imagen
Paises Bajos,NED 2,Robin Roefs,no tiene imagen
Paises Bajos,NED 3,Mark Flekken,no tiene imagen
Paises Bajos,NED 4,Nathan Aké,tiene imagen
Paises Bajos,NED 5,Virgil van Dijk,tiene imagen
Paises Bajos,NED 6,Jorrel Hato,no tiene imagen
Paises Bajos,NED 7,Jan Paul van Hecke,tiene imagen
Paises Bajos,NED 8,Denzel Dumfries,tiene imagen
Paises Bajos,NED 9,Jurriën Timber,tiene imagen
Paises Bajos,NED 10,Micky van de Ven,tiene imagen
Paises Bajos,NED 11,Ryan Gravenberch,tiene imagen
Paises Bajos,NED 12,Frenkie de Jong,tiene imagen
Paises Bajos,NED 13,Marten de Roon,no tiene imagen
Paises Bajos,NED 14,Tijjani Reijnders,no tiene imagen
Paises Bajos,NED 15,Teun Koopmeiners,tiene imagen
Paises Bajos,NED 16,Noa Lang,no tiene imagen
Paises Bajos,NED 17,Mats Wieffer,no tiene imagen
Paises Bajos,NED 18,Quinten Timber,no tiene imagen
Paises Bajos,NED 19,Crysencio Summerville,no tiene imagen
Paises Bajos,NED 20,Guus Til,no tiene imagen
Paises Bajos,NED 21,Brian Brobbey,no tiene imagen
Paises Bajos,NED 22,Memphis Depay,tiene imagen
Paises Bajos,NED 23,Cody Gakpo,tiene imagen
Paises Bajos,NED 24,Justin Kluivert,tiene imagen
Paises Bajos,NED 25,Donyell Malen,no tiene imagen
Paises Bajos,NED 26,Wout Weghorst,tiene imagen
Noruega,NOR 1,Orjan Haskjold Nyland,no tiene imagen
Noruega,NOR 2,Sander Tangvik,no tiene imagen
Noruega,NOR 3,Egil Selvik,no tiene imagen
Noruega,NOR 4,Kristoffer Ajer,tiene imagen
Noruega,NOR 5,David Moller Wolfe,no tiene imagen
Noruega,NOR 6,Leo Ostigard,no tiene imagen
Noruega,NOR 7,Fredrik Bjorkan,no tiene imagen
Noruega,NOR 8,Marcus Pedersen,tiene imagen
Noruega,NOR 9,Torbjorn Heggem,tiene imagen
Noruega,NOR 10,Sondre Langas,no tiene imagen
Noruega,NOR 11,Henrik Falchener,no tiene imagen
Noruega,NOR 12,Julian Ryerson,tiene imagen
Noruega,NOR 13,Morter Thorsby,no tiene imagen
Noruega,NOR 14,Patrick Berg,tiene imagen
Noruega,NOR 15,Sander Berge,tiene imagen
Noruega,NOR 16,Martin Odegaard,no tiene imagen
Noruega,NOR 17,Fredrik Aursnes,no tiene imagen
Noruega,NOR 18,Kristian Thorstvedt,no tiene imagen
Noruega,NOR 19,Thelonious Aasgaard,no tiene imagen
Noruega,NOR 20,Antonio Nusa,tiene imagen
Noruega,NOR 21,Andreas Schjelderup,no tiene imagen
Noruega,NOR 22,Oscar Bob,tiene imagen
Noruega,NOR 23,Jens Petter Hauge,no tiene imagen
Noruega,NOR 24,Alexander Sorloth,tiene imagen
Noruega,NOR 25,Erling Haaland,tiene imagen
Noruega,NOR 26,Jorgen Strand Larsen,no tiene imagen
Nueva Zelanda,NZL 1,Max Crocombe,no tiene imagen
Nueva Zelanda,NZL 2,Alex Paulsen,no tiene imagen
Nueva Zelanda,NZL 3,Michael Woud,no tiene imagen
Nueva Zelanda,NZL 4,Tyler Bindon,no tiene imagen
Nueva Zelanda,NZL 5,Michael Boxall,no tiene imagen
Nueva Zelanda,NZL 6,Liberato Cacace,no tiene imagen
Nueva Zelanda,NZL 7,Francis De Vries,no tiene imagen
Nueva Zelanda,NZL 8,Callan Elliot,no tiene imagen
Nueva Zelanda,NZL 9,Tim Payne,no tiene imagen
Nueva Zelanda,NZL 10,Nando Pijnaker,no tiene imagen
Nueva Zelanda,NZL 11,Tommy Smith,no tiene imagen
Nueva Zelanda,NZL 12,Finn Surman,no tiene imagen
Nueva Zelanda,NZL 13,Lachlan Bayliss,no tiene imagen
Nueva Zelanda,NZL 14,Joe Bell,no tiene imagen
Nueva Zelanda,NZL 15,Alex Rufer,no tiene imagen
Nueva Zelanda,NZL 16,Marko Stamenić,no tiene imagen
Nueva Zelanda,NZL 17,Ryan Thomas,no tiene imagen
Nueva Zelanda,NZL 18,Kosta Barbarouses,no tiene imagen
Nueva Zelanda,NZL 19,Matt Garbett,no tiene imagen
Nueva Zelanda,NZL 20,Eli Just,no tiene imagen
Nueva Zelanda,NZL 21,Callum McCowatt,no tiene imagen
Nueva Zelanda,NZL 22,Ben Old,no tiene imagen
Nueva Zelanda,NZL 23,Jesse Randall,no tiene imagen
Nueva Zelanda,NZL 24,Sarpreet Singh,no tiene imagen
Nueva Zelanda,NZL 25,Ben Waine,no tiene imagen
Nueva Zelanda,NZL 26,Chris Wood,no tiene imagen
Panama,PAN 1,Orlando Mosquera,no tiene imagen
Panama,PAN 2,Luis Mejía,no tiene imagen
Panama,PAN 3,César Samudio,no tiene imagen
Panama,PAN 4,César Blackman,no tiene imagen
Panama,PAN 5,Jorge Gutiérrez,no tiene imagen
Panama,PAN 6,Amir Murillo,no tiene imagen
Panama,PAN 7,Fidel Escobar,no tiene imagen
Panama,PAN 8,Andrés Andrade,no tiene imagen
Panama,PAN 9,Edgardo Fariña,no tiene imagen
Panama,PAN 10,José Córdoba,no tiene imagen
Panama,PAN 11,Eric Davis,no tiene imagen
Panama,PAN 12,Jiovany Ramos,no tiene imagen
Panama,PAN 13,Roderick Miller,no tiene imagen
Panama,PAN 14,Aníbal Godoy,no tiene imagen
Panama,PAN 15,Adalberto Carrasquilla,no tiene imagen
Panama,PAN 16,Carlos Harvey,no tiene imagen
Panama,PAN 17,Cristian Martínez,no tiene imagen
Panama,PAN 18,José Luis Rodríguez,no tiene imagen
Panama,PAN 19,César Yanis,no tiene imagen
Panama,PAN 20,Yoel Bárcenas,no tiene imagen
Panama,PAN 21,Alberto Quintero,no tiene imagen
Panama,PAN 22,Azarías Londoño,no tiene imagen
Panama,PAN 23,Ismael Díaz,no tiene imagen
Panama,PAN 24,Cecilio Waterman,no tiene imagen
Panama,PAN 25,José Fajardo,no tiene imagen
Panama,PAN 26,Tomás Rodríguez,no tiene imagen
Paraguay,PAR 1,Orlando Gill,tiene imagen
Paraguay,PAR 2,Roberto Fernández,no tiene imagen
Paraguay,PAR 3,Gastón Olveira,no tiene imagen
Paraguay,PAR 4,Juan Cáceres,tiene imagen
Paraguay,PAR 5,Gustavo Velázquez,no tiene imagen
Paraguay,PAR 6,Gustavo Gómez,tiene imagen
Paraguay,PAR 7,Junior Alonso,tiene imagen
Paraguay,PAR 8,José Canale,no tiene imagen
Paraguay,PAR 9,Omar Alderete,tiene imagen
Paraguay,PAR 10,Alessandro Maidana,no tiene imagen
Paraguay,PAR 11,Fabián Balbuena,tiene imagen
Paraguay,PAR 12,Mauricio Magalhães,no tiene imagen
Paraguay,PAR 13,Damián Bobadilla,tiene imagen
Paraguay,PAR 14,Braian Ojeda,no tiene imagen
Paraguay,PAR 15,Andrés Cubas,tiene imagen
Paraguay,PAR 16,Matías Galarza,tiene imagen
Paraguay,PAR 17,Alejandro Romero Gamarra,tiene imagen
Paraguay,PAR 18,Gustavo Caballero,no tiene imagen
Paraguay,PAR 19,Ramón Sosa,tiene imagen
Paraguay,PAR 20,Diego Gómez,tiene imagen
Paraguay,PAR 21,Alex Arce,no tiene imagen
Paraguay,PAR 22,Gabriel Ávalos,no tiene imagen
Paraguay,PAR 23,Isidro Pitta,no tiene imagen
Paraguay,PAR 24,Miguel Almirón,tiene imagen
Paraguay,PAR 25,Julio Enciso,tiene imagen
Paraguay,PAR 26,Antonio Sanabria,tiene imagen
Portugal,POR 1,Diogo Costa,tiene imagen
Portugal,POR 2,José Sá,tiene imagen
Portugal,POR 3,Rui Silva,no tiene imagen
Portugal,POR 4,Ricardo Velho,no tiene imagen
Portugal,POR 5,Diogo Dalot,tiene imagen
Portugal,POR 6,Matheus Nunes,no tiene imagen
Portugal,POR 7,Nélson Semedo,no tiene imagen
Portugal,POR 8,João Cancelo,tiene imagen
Portugal,POR 9,Nuno Mendes,tiene imagen
Portugal,POR 10,Gonçalo Inácio,no tiene imagen
Portugal,POR 11,Renato Veiga,no tiene imagen
Portugal,POR 12,Rúben Dias,tiene imagen
Portugal,POR 13,Tomás Araújo,no tiene imagen
Portugal,POR 14,Rúben Neves,tiene imagen
Portugal,POR 15,Samu Costa,no tiene imagen
Portugal,POR 16,João Neves,tiene imagen
Portugal,POR 17,Vitinha,tiene imagen
Portugal,POR 18,Bruno Fernandes,tiene imagen
Portugal,POR 19,Bernardo Silva,tiene imagen
Portugal,POR 20,João Félix,tiene imagen
Portugal,POR 21,Francisco Trincão,tiene imagen
Portugal,POR 22,Francisco Conceição,no tiene imagen
Portugal,POR 23,Pedro Neto,tiene imagen
Portugal,POR 24,Rafael Leão,tiene imagen
Portugal,POR 25,Gonçalo Guedes,no tiene imagen
Portugal,POR 26,Gonçalo Ramos,no tiene imagen
Portugal,POR 27,Cristiano Ronaldo,tiene imagen
Catar,QAT 1,Mahmoud Abunada,no tiene imagen
Catar,QAT 2,Meshaal Barsham,tiene imagen
Catar,QAT 3,Salah Zakaria,no tiene imagen
Catar,QAT 4,Ayoub Al Alawi,no tiene imagen
Catar,QAT 5,Boualem Khoukhi,tiene imagen
Catar,QAT 6,Homam Al Amin,no tiene imagen
Catar,QAT 7,Lucas Mendes,no tiene imagen
Catar,QAT 8,Issa Laye,no tiene imagen
Catar,QAT 9,Pedro Miguel,tiene imagen
Catar,QAT 10,Alhashmi Alhussain,no tiene imagen
Catar,QAT 11,Sultan Al Brake,no tiene imagen
Catar,QAT 12,Assim Madibo,tiene imagen
Catar,QAT 13,Abdulaziz Hatem,no tiene imagen
Catar,QAT 14,Ahmed Fathy,no tiene imagen
Catar,QAT 15,Karim Boudiaf,tiene imagen
Catar,QAT 16,Jassim Gaber,no tiene imagen
Catar,QAT 17,Mohamed Manai,no tiene imagen
Catar,QAT 18,Ahmed Al Janhi,no tiene imagen
Catar,QAT 19,Ahmed Alaa,no tiene imagen
Catar,QAT 20,Akram Afif,tiene imagen
Catar,QAT 21,Almoez Ali,tiene imagen
Catar,QAT 22,Edmilson Junior,tiene imagen
Catar,QAT 23,Hassan Al Haydos,no tiene imagen
Catar,QAT 24,Mohammed Muntari,no tiene imagen
Catar,QAT 25,Tahsin Mohammed,no tiene imagen
Catar,QAT 26,Yusuf Abdurisag,no tiene imagen
Sudafrica,RSA 1,Ronwen Williams,tiene imagen
Sudafrica,RSA 2,Ricardo Goss,no tiene imagen
Sudafrica,RSA 3,Sipho Chaine,tiene imagen
Sudafrica,RSA 4,Khuliso Mudau,tiene imagen
Sudafrica,RSA 5,Nkosinathi Sibisi,no tiene imagen
Sudafrica,RSA 6,Ime Okon,no tiene imagen
Sudafrica,RSA 7,Khulumani Ndamane,tiene imagen
Sudafrica,RSA 8,Aubrey Modiba,tiene imagen
Sudafrica,RSA 9,Samukelo Kabini,no tiene imagen
Sudafrica,RSA 10,Thabang Matuludi,no tiene imagen
Sudafrica,RSA 11,Olwethu Makhanya,no tiene imagen
Sudafrica,RSA 12,Kamogelo Sebelebele,no tiene imagen
Sudafrica,RSA 13,Bradley Cross,no tiene imagen
Sudafrica,RSA 14,Mbekezeli Mbokazi,tiene imagen
Sudafrica,RSA 15,Teboho Mokoena,tiene imagen
Sudafrica,RSA 16,Thalente Mbatha,tiene imagen
Sudafrica,RSA 17,Sphephelo Sithole,no tiene imagen
Sudafrica,RSA 18,Jayden Adams,no tiene imagen
Sudafrica,RSA 19,Oswin Appollis,tiene imagen
Sudafrica,RSA 20,Iqraam Rayners,no tiene imagen
Sudafrica,RSA 21,Tshepang Moremi,no tiene imagen
Sudafrica,RSA 22,Relebohile Mofokeng,no tiene imagen
Sudafrica,RSA 23,Evidence Makgopa,no tiene imagen
Sudafrica,RSA 24,Themba Zwane,no tiene imagen
Sudafrica,RSA 25,Lyle Foster,tiene imagen
Sudafrica,RSA 26,Thapelo Maseko,no tiene imagen
Escocia,SCO 1,Craig Gordon,no tiene imagen
Escocia,SCO 2,Angus Gunn,tiene imagen
Escocia,SCO 3,Liam Kelly,no tiene imagen
Escocia,SCO 4,Grant Hanley,tiene imagen
Escocia,SCO 5,Jack Hendry,tiene imagen
Escocia,SCO 6,Aaron Hickey,tiene imagen
Escocia,SCO 7,Dom Hyam,no tiene imagen
Escocia,SCO 8,Scott McKenna,tiene imagen
Escocia,SCO 9,Nathan Patterson,no tiene imagen
Escocia,SCO 10,Anthony Ralston,tiene imagen
Escocia,SCO 11,Andy Robertson,no tiene imagen
Escocia,SCO 12,John Souttar,tiene imagen
Escocia,SCO 13,Kieran Tierney,tiene imagen
Escocia,SCO 14,Ryan Christie,tiene imagen
Escocia,SCO 15,Findlay Curtis,no tiene imagen
Escocia,SCO 16,Lewis Ferguson,tiene imagen
Escocia,SCO 17,Ben Gannon-Doak,tiene imagen
Escocia,SCO 18,Tyler Fletcher,no tiene imagen
Escocia,SCO 19,John McGinn,tiene imagen
Escocia,SCO 20,Kenny McLean,tiene imagen
Escocia,SCO 21,Scott McTominay,tiene imagen
Escocia,SCO 22,Ché Adams,tiene imagen
Escocia,SCO 23,Lyndon Dykes,tiene imagen
